match_id;match_date;kick_off;home_score;away_score;match_week;competition_competition_id;competition_country_name;competition_competition_name;season_season_id;season_season_name;home_team_home_team_id;home_team_home_team_name;home_team_home_team_gender;home_team_home_team_group;home_team_managers;home_team_country_id;home_team_country_name;away_team_away_team_id;away_team_away_team_name;away_team_away_team_gender;away_team_away_team_group;away_team_managers;away_team_country_id;away_team_country_name;competition_stage_id;competition_stage_name;stadium_id;stadium_name;stadium_country_id;stadium_country_name;referee_id;referee_name;referee_country_id;referee_country_name
3794685;2021-06-26;21:00:00.000;2;1;4;55;Europe;UEFA Euro;43;2020;914;Italy;male;;[{'id': 2997, 'name': 'Roberto Mancini', 'nickname': None, 'dob': '1964-11-27', 'country': {'id': 112, 'name': 'Italy'}}];112;Italy;915;Austria;male;;[{'id': 4061, 'name': 'Franco Foda', 'nickname': None, 'dob': '1966-04-23', 'country': {'id': 85, 'name': 'Germany'}}];15;Austria;33;Round of 16;4666;Wembley Stadium;68;England;8;Anthony Taylor;68;England
3788774;2021-06-23;21:00:00.000;2;2;3;55;Europe;UEFA Euro;43;2020;770;Germany;male;F;[{'id': 602, 'name': 'Joachim Löw', 'nickname': None, 'dob': '1960-02-03', 'country': {'id': 85, 'name': 'Germany'}}];85;Germany;916;Hungary;male;F;[{'id': 3616, 'name': 'Marco Rossi', 'nickname': None, 'dob': '1964-09-09', 'country': {'id': 112, 'name': 'Italy'}}];103;Hungary;10;Group Stage;4867;Allianz Arena;85;Germany;725;Sergey Karasev;188;Russia
3788771;2021-06-22;21:00:00.000;3;1;3;55;Europe;UEFA Euro;43;2020;785;Croatia;male;D;[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}];56;Croatia;942;Scotland;male;D;[{'id': 510, 'name': 'Steve Clarke', 'nickname': None, 'dob': '1963-08-29', 'country': {'id': 201, 'name': 'Scotland'}}];201;Scotland;10;Group Stage;52986;Hampden Park;201;Scotland;1121;Fernando Andrés Rapallini;11;Argentina
3788772;2021-06-22;21:00:00.000;0;1;3;55;Europe;UEFA Euro;43;2020;912;Czech Republic;male;D;[{'id': 183, 'name': 'Jaroslav Šilhavý', 'nickname': None, 'dob': '1961-11-03', 'country': {'id': 60, 'name': 'Czech Republic'}}];60;Czech Republic;768;England;male;D;[{'id': 277, 'name': 'Gareth Southgate', 'nickname': None, 'dob': '1970-09-03', 'country': {'id': 68, 'name': 'England'}}];68;England;10;Group Stage;4666;Wembley Stadium;68;England;2445;Artur Manuel Ribeiro Soares Dias;183;Portugal
3788768;2021-06-21;21:00:00.000;0;2;3;55;Europe;UEFA Euro;43;2020;1835;Finland;male;B;[{'id': 3622, 'name': 'Markku Kanerva', 'nickname': None, 'dob': '1964-05-24', 'country': {'id': 77, 'name': 'Finland'}}];77;Finland;782;Belgium;male;B;[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}];22;Belgium;10;Group Stage;4726;Saint-Petersburg Stadium;188;Russia;186;Felix Brych;85;Germany
3788767;2021-06-21;18:00:00.000;0;1;3;55;Europe;UEFA Euro;43;2020;911;Ukraine;male;Group C;[{'id': 2303, 'name': 'Andrii Shevchenko', 'nickname': None, 'dob': '1976-09-29', 'country': {'id': 238, 'name': 'Ukraine'}}];238;Ukraine;915;Austria;male;Group C;[{'id': 4061, 'name': 'Franco Foda', 'nickname': None, 'dob': '1966-04-23', 'country': {'id': 85, 'name': 'Germany'}}];15;Austria;10;Group Stage;4365;Arena Naţională;187;Romania;581;Cüneyt Çakιr;233;Turkey
3788753;2021-06-16;15:00:00.000;0;1;2;55;Europe;UEFA Euro;43;2020;1835;Finland;male;Group B;[{'id': 3622, 'name': 'Markku Kanerva', 'nickname': None, 'dob': '1964-05-24', 'country': {'id': 77, 'name': 'Finland'}}];77;Finland;796;Russia;male;Group B;[{'id': 365, 'name': 'Stanislav Cherchesov', 'nickname': None, 'dob': '1963-09-02', 'country': {'id': 188, 'name': 'Russia'}}];188;Russia;10;Group Stage;4726;Saint-Petersburg Stadium;188;Russia;293;Danny Desmond Makkelie;160;Netherlands
3788765;2021-06-20;18:00:00.000;3;1;3;55;Europe;UEFA Euro;43;2020;773;Switzerland;male;A;[{'id': 492, 'name': 'Vladimir Petković', 'nickname': None, 'dob': '1963-08-15', 'country': {'id': 28, 'name': 'Bosnia and Herzegovina'}}];221;Switzerland;909;Turkey;male;A;[{'id': 701, 'name': 'Şenol Güneş', 'nickname': None, 'dob': '1952-06-01', 'country': {'id': 233, 'name': 'Turkey'}}];233;Turkey;10;Group Stage;4549;Bakı Olimpiya Stadionu;16;Azerbaijan;943;Slavko Vinčić;208;Slovenia
3788763;2021-06-19;15:00:00.000;1;1;2;55;Europe;UEFA Euro;43;2020;916;Hungary;male;F;[{'id': 3616, 'name': 'Marco Rossi', 'nickname': None, 'dob': '1964-09-09', 'country': {'id': 112, 'name': 'Italy'}}];103;Hungary;771;France;male;F;[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}];78;France;10;Group Stage;116551;Puskás Aréna;103;Hungary;1;Michael Oliver;68;England
3788759;2021-06-18;21:00:00.000;0;0;2;55;Europe;UEFA Euro;43;2020;768;England;male;Group D;[{'id': 277, 'name': 'Gareth Southgate', 'nickname': None, 'dob': '1970-09-03', 'country': {'id': 68, 'name': 'England'}}];68;England;942;Scotland;male;Group D;[{'id': 510, 'name': 'Steve Clarke', 'nickname': None, 'dob': '1963-08-29', 'country': {'id': 201, 'name': 'Scotland'}}];201;Scotland;10;Group Stage;4666;Wembley Stadium;68;England;180;Antonio Miguel Mateu Lahoz;214;Spain
3788758;2021-06-17;15:00:00.000;2;1;2;55;Europe;UEFA Euro;43;2020;911;Ukraine;male;C;[{'id': 2303, 'name': 'Andrii Shevchenko', 'nickname': None, 'dob': '1976-09-29', 'country': {'id': 238, 'name': 'Ukraine'}}];238;Ukraine;2358;North Macedonia;male;C;[{'id': 4172, 'name': 'Igor Angelovski', 'nickname': None, 'dob': '1976-06-02', 'country': {'id': 135, 'name': 'Macedonia, Republic of'}}];135;Macedonia, Republic of;10;Group Stage;4365;Arena Naţională;187;Romania;1121;Fernando Andrés Rapallini;11;Argentina
3788757;2021-06-17;18:00:00.000;1;2;2;55;Europe;UEFA Euro;43;2020;776;Denmark;male;Group B;[{'id': 255, 'name': 'Kasper Hjulmand', 'nickname': None, 'dob': '1972-04-09', 'country': {'id': 61, 'name': 'Denmark'}}];61;Denmark;782;Belgium;male;Group B;[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}];22;Belgium;10;Group Stage;495;Parken;61;Denmark;287;Björn Kuipers;160;Netherlands
3788745;2021-06-13;15:00:00.000;1;0;1;55;Europe;UEFA Euro;43;2020;768;England;male;Group D;[{'id': 277, 'name': 'Gareth Southgate', 'nickname': None, 'dob': '1970-09-03', 'country': {'id': 68, 'name': 'England'}}];68;England;785;Croatia;male;Group D;[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}];56;Croatia;10;Group Stage;4666;Wembley Stadium;68;England;269;Daniele Orsato;112;Italy
3795107;2021-07-02;21:00:00.000;1;2;5;55;Europe;UEFA Euro;43;2020;782;Belgium;male;;[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}];22;Belgium;914;Italy;male;;[{'id': 2997, 'name': 'Roberto Mancini', 'nickname': None, 'dob': '1964-11-27', 'country': {'id': 112, 'name': 'Italy'}}];112;Italy;11;Quarter-finals;4867;Allianz Arena;85;Germany;943;Slavko Vinčić;208;Slovenia
3795221;2021-07-07;21:00:00.000;2;1;6;55;Europe;UEFA Euro;43;2020;768;England;male;;[{'id': 277, 'name': 'Gareth Southgate', 'nickname': None, 'dob': '1970-09-03', 'country': {'id': 68, 'name': 'England'}}];68;England;776;Denmark;male;;[{'id': 255, 'name': 'Kasper Hjulmand', 'nickname': None, 'dob': '1972-04-09', 'country': {'id': 61, 'name': 'Denmark'}}];61;Denmark;15;Semi-finals;4666;Wembley Stadium;68;England;293;Danny Desmond Makkelie;160;Netherlands
3794689;2021-06-26;18:00:00.000;0;4;4;55;Europe;UEFA Euro;43;2020;907;Wales;male;;;249;Wales;776;Denmark;male;;;61;Denmark;33;Round of 16;4815;Johan Cruijff Arena (Amsterdam);160;Netherlands;225;Daniel Siebert;85;Germany
3788746;2021-06-13;21:00:00.000;3;2;1;55;Europe;UEFA Euro;43;2020;941;Netherlands;male;C;[{'id': 686, 'name': 'Frank de Boer', 'nickname': None, 'dob': '1970-05-15', 'country': {'id': 160, 'name': 'Netherlands'}}];160;Netherlands;911;Ukraine;male;C;[{'id': 2303, 'name': 'Andrii Shevchenko', 'nickname': None, 'dob': '1976-09-29', 'country': {'id': 238, 'name': 'Ukraine'}}];238;Ukraine;10;Group Stage;4815;Johan Cruijff Arena (Amsterdam);160;Netherlands;186;Felix Brych;85;Germany
3794691;2021-06-28;21:00:00.000;3;3;4;55;Europe;UEFA Euro;43;2020;771;France;male;;[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}];78;France;773;Switzerland;male;;[{'id': 492, 'name': 'Vladimir Petković', 'nickname': None, 'dob': '1963-08-15', 'country': {'id': 28, 'name': 'Bosnia and Herzegovina'}}];221;Switzerland;33;Round of 16;4365;Arena Naţională;187;Romania;1121;Fernando Andrés Rapallini;11;Argentina
3794690;2021-06-27;18:00:00.000;0;2;4;55;Europe;UEFA Euro;43;2020;941;Netherlands;male;;[{'id': 686, 'name': 'Frank de Boer', 'nickname': None, 'dob': '1970-05-15', 'country': {'id': 160, 'name': 'Netherlands'}}];160;Netherlands;912;Czech Republic;male;;[{'id': 183, 'name': 'Jaroslav Šilhavý', 'nickname': None, 'dob': '1961-11-03', 'country': {'id': 60, 'name': 'Czech Republic'}}];60;Czech Republic;33;Round of 16;116551;Puskás Aréna;103;Hungary;725;Sergey Karasev;188;Russia
3788756;2021-06-17;21:00:00.000;2;0;2;55;Europe;UEFA Euro;43;2020;941;Netherlands;male;C;[{'id': 686, 'name': 'Frank de Boer', 'nickname': None, 'dob': '1970-05-15', 'country': {'id': 160, 'name': 'Netherlands'}}];160;Netherlands;915;Austria;male;C;[{'id': 4061, 'name': 'Franco Foda', 'nickname': None, 'dob': '1966-04-23', 'country': {'id': 85, 'name': 'Germany'}}];15;Austria;10;Group Stage;4815;Johan Cruijff Arena (Amsterdam);160;Netherlands;2691;Orel Grinfeeld;111;Israel
3788749;2021-06-14;18:00:00.000;1;2;1;55;Europe;UEFA Euro;43;2020;789;Poland;male;E;[{'id': 1798, 'name': 'Paulo Manuel Carvalho de Sousa', 'nickname': 'Paulo Sousa', 'dob': '1970-08-30', 'country': {'id': 183, 'name': 'Portugal'}}];182;Poland;908;Slovakia;male;E;[{'id': 5363, 'name': 'Štefan Tarkovič', 'nickname': None, 'dob': '1973-02-18', 'country': {'id': 207, 'name': 'Slovakia'}}];207;Slovakia;10;Group Stage;4726;Saint-Petersburg Stadium;188;Russia;448;Ovidiu Alin Hațegan;187;Romania
3788750;2021-06-14;21:00:00.000;0;0;1;55;Europe;UEFA Euro;43;2020;772;Spain;male;E;[{'id': 793, 'name': 'Luis Enrique Martínez García', 'nickname': 'Luis Enrique', 'dob': '1970-05-08', 'country': {'id': 214, 'name': 'Spain'}}];214;Spain;790;Sweden;male;E;[{'id': 549, 'name': 'Jan Olof Andersson', 'nickname': None, 'dob': '1962-09-29', 'country': {'id': 220, 'name': 'Sweden'}}];220;Sweden;10;Group Stage;117374;Estadio de La Cartuja;214;Spain;943;Slavko Vinčić;208;Slovenia
3788748;2021-06-14;15:00:00.000;0;2;1;55;Europe;UEFA Euro;43;2020;942;Scotland;male;Group D;[{'id': 510, 'name': 'Steve Clarke', 'nickname': None, 'dob': '1963-08-29', 'country': {'id': 201, 'name': 'Scotland'}}];201;Scotland;912;Czech Republic;male;Group D;[{'id': 183, 'name': 'Jaroslav Šilhavý', 'nickname': None, 'dob': '1961-11-03', 'country': {'id': 60, 'name': 'Czech Republic'}}];60;Czech Republic;10;Group Stage;52986;Hampden Park;201;Scotland;225;Daniel Siebert;85;Germany
3788751;2021-06-15;21:00:00.000;1;0;1;55;Europe;UEFA Euro;43;2020;771;France;male;Group F;[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}];78;France;770;Germany;male;Group F;[{'id': 602, 'name': 'Joachim Löw', 'nickname': None, 'dob': '1960-02-03', 'country': {'id': 85, 'name': 'Germany'}}];85;Germany;10;Group Stage;4867;Allianz Arena;85;Germany;2728;Carlos del Cerro Grande;214;Spain
3788752;2021-06-15;18:00:00.000;0;3;1;55;Europe;UEFA Euro;43;2020;916;Hungary;male;F;[{'id': 3616, 'name': 'Marco Rossi', 'nickname': None, 'dob': '1964-09-09', 'country': {'id': 112, 'name': 'Italy'}}];103;Hungary;780;Portugal;male;F;[{'id': 607, 'name': 'Fernando Manuel Fernandes da Costa Santos', 'nickname': 'Fernando Santos', 'dob': '1954-10-10', 'country': {'id': 183, 'name': 'Portugal'}}];183;Portugal;10;Group Stage;116551;Puskás Aréna;103;Hungary;581;Cüneyt Çakιr;233;Turkey
3788742;2021-06-12;18:00:00.000;0;1;1;55;Europe;UEFA Euro;43;2020;776;Denmark;male;Group B;[{'id': 255, 'name': 'Kasper Hjulmand', 'nickname': None, 'dob': '1972-04-09', 'country': {'id': 61, 'name': 'Denmark'}}];61;Denmark;1835;Finland;male;Group B;[{'id': 3622, 'name': 'Markku Kanerva', 'nickname': None, 'dob': '1964-05-24', 'country': {'id': 77, 'name': 'Finland'}}];77;Finland;10;Group Stage;495;Parken;61;Denmark;8;Anthony Taylor;68;England
3788775;2021-06-23;18:00:00.000;0;5;3;55;Europe;UEFA Euro;43;2020;908;Slovakia;male;E;[{'id': 5363, 'name': 'Štefan Tarkovič', 'nickname': None, 'dob': '1973-02-18', 'country': {'id': 207, 'name': 'Slovakia'}}];207;Slovakia;772;Spain;male;E;[{'id': 793, 'name': 'Luis Enrique Martínez García', 'nickname': 'Luis Enrique', 'dob': '1970-05-08', 'country': {'id': 214, 'name': 'Spain'}}];214;Spain;10;Group Stage;117374;Estadio de La Cartuja;214;Spain;287;Björn Kuipers;160;Netherlands
3788776;2021-06-23;18:00:00.000;3;2;3;55;Europe;UEFA Euro;43;2020;790;Sweden;male;Group E;[{'id': 549, 'name': 'Jan Olof Andersson', 'nickname': None, 'dob': '1962-09-29', 'country': {'id': 220, 'name': 'Sweden'}}];220;Sweden;789;Poland;male;Group E;[{'id': 1798, 'name': 'Paulo Manuel Carvalho de Sousa', 'nickname': 'Paulo Sousa', 'dob': '1970-08-30', 'country': {'id': 183, 'name': 'Portugal'}}];182;Poland;10;Group Stage;4726;Saint-Petersburg Stadium;188;Russia;1;Michael Oliver;68;England
3788743;2021-06-12;21:00:00.000;3;0;1;55;Europe;UEFA Euro;43;2020;782;Belgium;male;B;[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}];22;Belgium;796;Russia;male;B;[{'id': 365, 'name': 'Stanislav Cherchesov', 'nickname': None, 'dob': '1963-09-02', 'country': {'id': 188, 'name': 'Russia'}}];188;Russia;10;Group Stage;4726;Saint-Petersburg Stadium;188;Russia;180;Antonio Miguel Mateu Lahoz;214;Spain
